pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
40805803,"Biochar and Melatonin Partnership Mitigates Arsenic Toxicity in Rice by Modulating Antioxidant Defense, Phytochelatin Synthesis, and Down-Regulating the Transporters Involved in Arsenic Uptake.","Plants (Basel, Switzerland)",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40806383,Cepharanthine Promotes Ca,International journal of molecular sciences,2025,other,False,NR,exclude,R5_not_subject,,,R-A
40807405,Protective Effects of Sodium Copper Chlorophyllin and/or Ascorbic Acid Against Barium Chloride-Induced Oxidative Stress in Mouse Brain and Liver.,"Molecules (Basel, Switzerland)",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40825150,Exploring the Therapeutic Potential of Bombax ceiba L. Flowers as Source of Functional Food Development: A Review.,Chemistry & biodiversity,2025,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
40830744,Age-related nitrate-induced testicular toxicity in albino rats and its amelioration with ascorbic acid and curcumin.,Archives of environmental & occupational health,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40831343,"Development of a Tumor Microenvironment-Responsive Co(III)-Chrysin Prodrug: Synthesis, Activation Profiling, and In Vitro Antineoplastic Evaluation.",ChemMedChem,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40835769,"Nerve Block-Assisted Intradermal Injection of Tranexamic Acid, Vitamin C, and Glutathione for Melasma: A Split-Face Comparative Study.",Aesthetic plastic surgery,2025,clinical trial,False,NR,include,,injection-site/safety of intradermal TXA+vitC+glutathione; reassuring,no_problem,R-A + R-B (adjudicated)
40864804,A Narrative Review of Heavy Metals and Sperm Quality: The Interplay with Antioxidant Imbalance and Reactive Oxygen Species.,Current issues in molecular biology,2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
40867806,"ROS Regulation and Antioxidant Responses in Plants Under Air Pollution: Molecular Signaling, Metabolic Adaptation, and Biotechnological Solutions.","Antioxidants (Basel, Switzerland)",2025,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
40869242,Role of Plant-Derived Smoke Solution on Plants Under Stress.,International journal of molecular sciences,2025,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
40874143,Enhancing the antioxidant potential of a coumarin derivative ,RSC advances,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40880869,"Nanomagnesium promotes moso bamboo tolerance to cadmium toxicity: insights from photosynthesis phenomics, oxidative metabolism, and cellular adjustments.",Frontiers in plant science,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40883675,Polyethylene glycol and proline synergistically improve salinity tolerance via physiological and biochemical reprogramming in mango.,BMC plant biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40884936,The ameliorative effects of L-arginine on testicular and genotoxic toxicity induced by chronic exposure to cadmium chloride in male murine models.,Reproductive biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40885457,Inhalation of electrophilic and redox active electronic cigarette aerosol increases oxidative potential in the lung in an acute manner.,Free radical biology & medicine,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40886602,"Tire wear particles (TWPs) induced toxicity in wheat (Triticum aestivum L.) by affecting osmotic regulation, redox homeostasis, photosynthesis, and microbial density.",Ecotoxicology and environmental safety,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40900760,"Suppression of Paclitaxel-Induced Neuropathy and Ovarian Tumor Growth by Mn Porphyrin, MnTnBuOE-2-PyP",Oxidative medicine and cellular longevity,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40906605,Vitamin Profile of the Patients with Chronic Kidney Disease Receiving a Novel Total Parenteral Nutrition Formula: Multicenter Randomized Controlled Phase III Trial.,Annals of nutrition & metabolism,2026,clinical trial,False,NR,exclude,R5_not_subject,,,R-A
40922295,"Blue velvet - Pseudocyanosis, a rare case of drug-induced bluish hyperpigmentation with clozapine: A case report.",Medicine,2025,case report,True,NR,exclude,R5_not_subject,drug-induced pigmentation (clozapine); scurvy in ddx,,R-A + R-B (adjudicated)
40932410,A Highly Stable Photoactivatable Pt(IV) Prodrug with Lower Dark Cytotoxicity for Photochemotherapy.,Inorganic chemistry,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40935349,Iron-oxide nanoparticles selectively enhance the toxicity of pharmacological ascorbate through hydrogen peroxide-dependent DNA damage in non-small cell lung cancer (NSCLC).,Free radical biology & medicine,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
40938364,Melatonin alleviates salinity-induced impairments by regulating plant growth and physiological indices of cauliflower (,International journal of phytoremediation,2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
40941222,Cadmium Toxicity in ,"Foods (Basel, Switzerland)",2025,other,False,NR,exclude,R6_food_materials,,,R-A
40972823,Oral multifunctional gel beads for the targeted treatment of inflammatory bowel disease.,Journal of controlled release : official journal of the Controlled Release Society,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41010441,Prevalence and Predictors of Self-Prescribed Vitamin D Supplementation Among University Students in the UAE.,Nutrients,2025,cohort/observational,False,United Arab Emirates,exclude,R5_not_subject,,,R-A
41020305,"Ameliorative role of curcumin and ascorbic acid on nephrotoxicity induced by environmentally relevant concentrations of different combinations of lead, fluoride and nitrate in albino rats.",Biotechnic & histochemistry : official publication of the Biological Stain Commission,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41031782,Ascorbic acid supplementation effectiveness in reducing Double-J ureteric stent encrustations. A multicenter perspective.,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",2025,cohort/observational,False,NR,include,,stent-related adverse events / encrustation (ascorbic acid),no_problem,R-A + R-B (adjudicated)
41038472,A charge reversal nanomedicine based on dual pH-responsive crosslinked dextran-based polysaccharide for synergistic cancer chemo/chemodynamic therapy.,International journal of biological macromolecules,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41041521,"Scurvy, a not obsolete disorder: Clinical report in eight young children and literature review.","Open medicine (Warsaw, Poland)",2025,case series,False,NR,exclude,R2_no_ae,scurvy (vitamin C deficiency),,R-A + R-B (adjudicated)
41053258,Melatonin alleviates lead-induced stress in rice through physiological regulation and molecular defense mechanisms.,Scientific reports,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41058465,ASCORBYL PALMITATE ENHANCES ANTI-PROLIFERATIVE EFFECT OF TRASTUZUMAB IN HER2-POSITIVE BREAST CANCER CELLS.,Experimental oncology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41060314,Phosphorus application enhances cadmium tolerance in Salix caprea via physiological and anatomical adjustments.,Tree physiology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41068606,"Enhancing cucumber tolerance to zinc stress through grafting: a comprehensive study on biochemical, hormonal, and metabolic responses.",BMC plant biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41069465,"Exogenous α-lipoic acid mitigates lead (Pb) toxicity in tomato seedlings by regulating metabolites, nutrient uptake, antioxidant defense and redox balance maintenance.",Frontiers in plant science,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41073350,Mn(III) Porphyrin MnTE-2-PyP,ACS infectious diseases,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41088804,Potassium bromate-induced oxidative damage and nephrotoxicity in rats is ameliorated by vitamin C.,Drug and chemical toxicology,2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
41092553,"Enhancing salinity tolerance in fenugreek (Trigonella foenum-graecum L.) through 6-benzyladenine (BA) and 24-epibrassinolide (EBL): Ionic homeostasis, and defense response modulation.",Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41097196,Melatonin and Vitamins: A Promising Combination to Augment Conventional Anticancer Therapies.,Nutrients,2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
41110287,NaHS-driven attenuation of hexavalent chromium toxicity: interplay of chromium sequestration and the ascorbate-glutathione cycle.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41115551,Nanotechnology showdown: Chitosan-proline nanoparticles improve Mentha spicata L. tolerance against CuO nanoparticle toxicity.,International journal of biological macromolecules,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41129874,Revealing boron-mediated salt stress alleviation in cotton by AsA-GSH cycle and transcriptomic analysis.,Plant physiology and biochemistry : PPB,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41135393,"Antibacterial mechanism of vitamin C against Staphylococcus aureus, reduction of toxicity of metabolites and its application in pasteurized milk.",International journal of food microbiology,2026,other,False,NR,exclude,R6_food_materials,,,R-A
41136892,"Methyl jasmonate enhances boron toxicity tolerance in strawberry (Fragaria × Ananassa 'Albion') by modulating plant growth, antioxidant defenses, and biochemical responses.",BMC plant biology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41154495,The Redox Paradox: Cancer's Double-Edged Sword for Malignancy and Therapy.,"Antioxidants (Basel, Switzerland)",2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
41155210,Nitrogen-Doped Carbon Dots Alleviate Pesticide Toxicity in Tomato by Regulating Antioxidant Systems.,International journal of molecular sciences,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41162083,"Enantioselective evaluation of the chiral pesticide cyclaniliprole: Bioactivity, toxicity, and effects on strawberries flavor quality.",Pesticide biochemistry and physiology,2025,other,False,NR,exclude,R6_food_materials,,,R-A
41168547,The aging male: impact of aging on male reproduction.,Biogerontology,2025,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
41172870,Mitigative effects of Vitamin C on deltamethrin-induced acute toxicity in crucian carp by modulating the AhR/Nrf2 signaling pathways.,"Aquatic toxicology (Amsterdam, Netherlands)",2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41180883,Endophyte-Mediated Reinforcement of Morpho-Physiology of ,Indian journal of microbiology,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41184298,An enzymatic cascade enables sensitive and specific proximity labeling proteomics in challenging biological systems.,Nature communications,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41191441,Strength on Wheels: A Meal Delivery and Exercise Frailty Intervention for Homebound Older Adults.,Southern medical journal,2025,clinical trial,False,United States,exclude,R2_no_ae,,,R-A
41197185,Phase IB trial of high dose ascorbic acid + nab-paclitaxel + cisplatin + gemcitabine in patients with untreated metastatic pancreatic cancer.,Redox biology,2025,clinical trial,False,NR,include,,tolerability of high-dose IV ascorbate + chemo,no_problem,R-A + R-B (adjudicated)
41198989,"Prospective, Observational Study of the Efficacy, and Tolerability of a Same-Day, Low-Volume D-Sorbitol, Ascorbic Acid, and Sodium Picosulfate Regimen for Colonoscopy Bowel Preparation.",Digestive diseases and sciences,2026,cohort/observational,False,Republic of Korea,include,,tolerability / AEs of bowel prep (ascorbic acid component),no_problem,R-A + R-B (adjudicated)
41200337,Teratogenic effects of thiamethoxam on female rats and possible protective function of ascorbic acid.,Open veterinary journal,2025,other,False,NR,exclude,R1_animal_invitro,,,R-A
41205344,ROS production-related phenomena and biochemical reactions of the seaweed Ulva rigida in response to the effect of environmentally relevant Bisphenol A concentrations.,"Aquatic toxicology (Amsterdam, Netherlands)",2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
41211168,Causal Influences of Micronutrients on Anxiety: Insights From an Observational and Mendelian Randomization Analysis.,Food science & nutrition,2025,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
41222772,Zinc Oxide Nanoparticles Functionalized with Ascorbic Acid and Conjugated with Chitosan Change Apoptotic Gene Expression in Gastric Adenocarcinoma Cell Line.,Applied biochemistry and biotechnology,2026,other,False,NR,exclude,R1_animal_invitro,,,R-A
41224959,"Efficacy and safety of emulsified microsomal ferric pyrophosphate vs. Ferrous Ascorbate in pregnancy with iron-deficiency anemia- a randomized, comparative study.",Scientific reports,2025,clinical trial,False,India,include,,GI adverse events (ferrous ascorbate),no_problem,R-A + R-B (adjudicated)
